SCHL	fod1p	_TYPE_	_FREQ_	p50adj_wagp	p25adj_wagp	p75adj_wagp	mean_grad_degree	mean_grad_degree_all	mean_employed	pct_ts	pct_tsg	pct_ts_all	pct_tsg_all	gths_mean	gthsftfy_mean	gmajor
Bachelors	Public administration	7	1956	61867.69605	41294.62631	93906.32436	0	0	0.942748679	0.001428527	0.048758519	0.00138454	0.04994001	0.795847463	0.847822048	Law and public policy
Bachelors	Public policy	7	567	65221.12383	41294.62631	99430.2258	0	0	0.941336291	0.000390832	0.013339888	0.000401614	0.014486104	0.802708208	0.831189091	Law and public policy
Bachelors	Multidisciplinary or <br> general science	7	12424	59786.03018	40049.84065	88109.64943	0	0	0.956894509	0.01111215	0.453784422	0.010848481	0.451557334	0.782888595	0.815354098	Physical sciences
Bachelors	Physical sciences	7	303	61046.04445	40697.36297	96744.66701	0	0	0.953981978	0.000227318	0.009282923	0.000219057	0.009118047	0.803155819	0.819854217	Physical sciences
Bachelors	Astronomy and astrophysics	7	135	65080.99106	36627.62667	110900.3141	0	0	0.91358717	0.000097882	0.003997185	9.59705E-05	0.003994676	0.747703944	0.772900484	Physical sciences
Bachelors	Atmospheric sciences <br> and meteorology	7	601	65333.51826	42150.65694	100124.6016	0	0	0.966208732	0.000444321	0.018144628	0.000414553	0.017255349	0.817676487	0.832897456	Physical sciences
Bachelors	Chemistry	7	8479	62974.30511	41294.62631	94838.97812	0	0	0.954031726	0.00628014	0.256460714	0.006199585	0.258051637	0.771118047	0.825530078	Physical sciences
Bachelors	Geology and earth science	7	3954	67103.76775	43480.74922	100725.9733	0	0	0.949655862	0.002722017	0.111158401	0.002680041	0.111554058	0.797205157	0.852884443	Physical sciences
Bachelors	Geosciences	7	316	65221.12383	43204.42336	92731.44527	0	0	0.948496952	0.000216895	0.008857311	0.000217911	0.009070329	0.807909903	0.838944375	Physical sciences
Bachelors	Oceanography	7	409	62750.15807	40697.36297	92473.91716	0	0	0.949738725	0.000275247	0.011240214	0.000285037	0.011864371	0.780751041	0.830375525	Physical sciences
Bachelors	Physics	7	3437	80099.6813	44191.21147	117106.7104	0	0	0.958079064	0.002522473	0.103009664	0.002505164	0.104274967	0.783591425	0.836654202	Physical sciences
Bachelors	"Nuclear, industrial radiology, <br> and biological technologies"	7	825	66052.79797	48438.71851	88382.42293	0	0	0.966280661	0.000589286	0.024064538	0.000558794	0.023259232	0.823790181	0.86879519	Physical sciences
Bachelors	Psychology	7	47565	46897.48656	33026.39899	71220.38519	0	0	0.943382212	0.036188052	0.775617664	0.038687684	0.779844161	0.668994187	0.72210618	Psychology and social work
Bachelors	Industrial and organizational <br> psychology	7	570	65221.12383	40697.36297	97831.68575	0	0	0.927067389	0.000413326	0.008858816	0.000423759	0.008541883	0.739837951	0.818822345	Psychology and social work
Bachelors	Social psychology	7	271	50871.70371	36741.23309	75093.45122	0	0	0.903357784	0.000179403	0.003845129	0.000198243	0.003996075	0.728960828	0.811882772	Psychology and social work
Bachelors	Human services and <br> community organization	7	2957	40049.84065	30037.38049	55958.87408	0	0	0.933940148	0.002199827	0.047148831	0.002294857	0.046258412	0.636600293	0.634920635	Psychology and social work
Bachelors	Social work	7	10267	41294.62631	31612.99271	55239.01433	0	0	0.950549408	0.007676468	0.164529562	0.008004964	0.161359469	0.657915323	0.673555735	Psychology and social work
Bachelors	Interdisciplinary social <br> sciences	7	2015	46456.45459	33720.52555	69185.51704	0	0	0.949162619	0.001429704	0.021127373	0.001504937	0.022153547	0.693898957	0.741800832	Social sciences
