SCHL	gmajor	fod1p	_TYPE_	_FREQ_	p50adj_wagp	p25adj_wagp	p75adj_wagp	pop	meanadj_wagp	mean_grad_degree	mean_grad_degree_all	mean_employed_all	pct_ts	pct_tsg	p50r	p25r	p75r	pct_ts_all	pct_tsg_all
Graduate degree	Agriculture and natural resources	Soil science	7	137	71220.38519	45136.07861	100005.7232	11676	80852.44482	1	1	0.972258553	0.000142197	0.012373363	71000	45000	100000	0.000142847	0.013177333
Graduate degree	Agriculture and natural resources	Miscellaneous agriculture	7	1060	66133.21482	44035.19865	102381.8369	92372	86586.08632	1	1	0.966962893	0.001124959	0.097889026	66000	44000	102000	0.001036797	0.09564262
Graduate degree	Agriculture and natural resources	Forestry	7	937	75093.45122	50062.30081	110137.0618	82804	88020.50332	1	1	0.971200898	0.001008434	0.087749566	75000	50000	110000	0.000937782	0.086508734
Graduate degree	Agriculture and natural resources	Natural resources management	7	1590	68168.08297	47058.56276	100124.6016	139446	84546.85887	1	1	0.9721049	0.001698252	0.147774575	68000	47000	100000	0.001618847	0.149335714
Graduate degree	Architecture and engineering	Architecture	7	6051	71656.1168	47819.40149	105130.8317	594479	89032.2635	1	1	0.944249129	0.007239902	0.068452111	72000	48000	105000	0.007325852	0.076699865
Graduate degree	Architecture and engineering	General engineering	7	10726	101743.4074	67391.59748	142440.7704	1266031	121305.2141	1	1	0.971194586	0.015418442	0.1457789	102000	67000	142000	0.013776707	0.144238715
Graduate degree	Architecture and engineering	Aerospace engineering	7	2590	111917.7482	82589.25261	145493.0726	243099	125157.3091	1	1	0.981759305	0.002960597	0.027991973	112000	83000	145000	0.002560323	0.026805954
Graduate degree	Architecture and engineering	Architectural engineering	7	303	82193.78103	61649.27811	120786.7819	27946	101109.1321	1	1	0.969730977	0.000340342	0.003217881	82000	62000	121000	0.000310778	0.00325377
Graduate degree	Architecture and engineering	Biomedical engineering	7	2245	85355.08031	52688.32118	132573.6344	218693	115794.4846	1	1	0.979662746	0.002663367	0.02518171	85000	53000	133000	0.002559816	0.026800641
Graduate degree	Architecture and engineering	Chemical engineering	7	6993	110137.0618	75004.2924	158064.9635	675789	136894.7478	1	1	0.972425348	0.008230141	0.077814664	110000	75000	158000	0.0075123	0.078651922
Graduate degree	Architecture and engineering	Civil engineering	7	8529	99079.19696	70087.22114	132266.4296	808649	115773.0842	1	1	0.969637069	0.009848185	0.093113014	99000	70000	132000	0.008847154	0.092627515
Graduate degree	Architecture and engineering	Electrical engineering	7	22135	112139.5538	82858.5215	152615.1111	2150276	131719.1855	1	1	0.970625959	0.026187278	0.247596521	112000	83000	153000	0.023312189	0.244072857
Graduate degree	Architecture and engineering	"Engineering mechanics, physics, and science"	7	867	108987.1167	77978.71534	154669.2401	80580	131968.7141	1	1	0.977143761	0.000981349	0.009278496	109000	78000	155000	0.000864281	0.009048803
Graduate degree	Architecture and engineering	Environmental engineering	7	646	88109.64943	61046.04445	120149.522	60732	102577.9905	1	1	0.970038099	0.000739629	0.006993071	88000	61000	120000	0.000701637	0.007345961
Graduate degree	Architecture and engineering	Geological and geophysical engineering	7	155	115592.3965	76307.55556	170636.3948	13987	147103.6491	1	1	0.990290069	0.000170342	0.001610553	116000	76000	171000	0.000153938	0.001611694
Graduate degree	Architecture and engineering	Industrial and manufacturing engineering	7	3806	102204.2001	73297.96169	143621.4373	372107	125195.4205	1	1	0.965223952	0.00453173	0.042846778	102000	73000	144000	0.004175877	0.043720396
Graduate degree	Architecture and engineering	Mechanical engineering	7	15776	106830.5778	78265.3486	143621.4373	1526848	126249.7584	1	1	0.973587795	0.018594819	0.175811037	107000	78000	144000	0.016213545	0.169751809
Graduate degree	Architecture and engineering	Metallurgical engineering	7	422	110087.9966	72265.59603	143114.3956	41773	125857.5519	1	1	0.967429236	0.000508735	0.00481001	110000	72000	143000	0.000451132	0.004723242
Graduate degree	Architecture and engineering	Mining and mineral engineering	7	253	105376.6424	76091.31114	154854.8486	23211	141564.8662	1	1	0.959392849	0.000282677	0.002672663	105000	76000	155000	0.000246187	0.002577517
Graduate degree	Architecture and engineering	Petroleum engineering	7	365	139173.1963	87751.0809	223277.8616	33969	180434.8805	1	1	0.976814706	0.000413694	0.003911408	139000	88000	223000	0.000351406	0.003679132
Graduate degree	Architecture and engineering	Miscellaneous engineering	7	1219	99708.53927	63225.98541	132105.5959	120214	115586.2221	1	1	0.96334502	0.001464034	0.013842208	100000	63000	132000	0.001377948	0.01442677
Graduate degree	Architecture and engineering	Engineering technologies	7	473	77334.62006	49553.55157	108701.8731	51405	93423.0543	1	1	0.959643344	0.000626039	0.0059191	77000	50000	109000	0.000577991	0.006051424
Graduate degree	Architecture and engineering	Engineering and industrial management	7	607	105376.6424	71950.2159	147527.2993	59000	124184.0547	1	1	0.949539746	0.000718535	0.006793637	105000	72000	148000	0.000667997	0.006993761
Graduate degree	Architecture and engineering	Industrial production technologies	7	810	88070.39729	60762.91576	117794.1564	75904	103167.2577	1	1	0.961540665	0.000924402	0.008740072	88000	61000	118000	0.000828691	0.008676193
Graduate degree	Architecture and engineering	Mechanical engineering related technologies	7	299	90272.15723	65039.03643	117794.1564	29517	101801.7797	1	1	0.969037809	0.000359475	0.003398776	90000	65000	118000	0.000324389	0.003396272
Graduate degree	Architecture and engineering	Miscellaneous engineering technologies	7	1942	88783.44656	61941.93946	118722.0506	210388	98324.77995	1	1	0.955845255	0.002562224	0.024225419	89000	62000	119000	0.002373102	0.024845788
Graduate degree	Arts	Fine arts	7	5287	55239.01433	35828.0584	81526.40479	513273	68388.40362	1	1	0.947268215	0.006250929	0.284181345	55000	36000	82000	0.007607922	0.284644142
Graduate degree	Arts	Drama and theater arts	7	2361	56524.97399	37346.47641	81753.74121	222925	70427.7649	1	1	0.940221964	0.002714907	0.123425792	57000	37000	82000	0.003187764	0.119267552
Graduate degree	Arts	Music	7	6180	56069.77691	34893.30125	82565.99746	607595	68294.82783	1	1	0.965994062	0.007399636	0.336404145	56000	35000	83000	0.009316543	0.348570791
Graduate degree	Arts	Visual and performing arts	7	644	54350.93653	37610.84808	79352.36733	65052	64922.83753	1	1	0.957359976	0.00079224	0.036017022	54000	38000	79000	0.000970897	0.036325305
Graduate degree	Arts	Commercial art and graphic design	7	2103	59877.20814	40043.12409	88516.37958	210146	73252.38561	1	1	0.94525955	0.002559277	0.116350505	60000	40000	89000	0.002889751	0.108117641
Graduate degree	Arts	"Film, video, and photographic arts"	7	862	54795.85402	34784.59938	82589.25261	90648	71099.26384	1	1	0.916349178	0.001103963	0.050188634	55000	35000	83000	0.001298668	0.048588609
Graduate degree	Arts	Studio arts	7	1082	52688.32118	34784.59938	73297.96169	96507	59238.78229	1	1	0.952436909	0.001175317	0.053432558	53000	35000	73000	0.001456292	0.054485959
Graduate degree	Biology and life sciences	Environmental science	7	2373	69548.58395	48059.80878	101280.9569	222958	84897.37718	1	1	0.965543537	0.002715309	0.031159996	70000	48000	101000	0.002698096	0.032109583
Graduate degree	Biology and life sciences	Biology	7	48143	90112.14146	53683.0142	160199.3626	4672735	132873.9242	1	1	0.980397212	0.056907211	0.653048581	90000	54000	160000	0.054569382	0.649421005
Graduate degree	Biology and life sciences	Biochemical sciences	7	6402	92912.90919	53683.0142	165131.9949	628639	135736.9833	1	1	0.977460058	0.007655922	0.087856856	93000	54000	165000	0.007280525	0.086644294
Graduate degree	Biology and life sciences	Botany	7	664	64951.918	41306.71176	101743.4074	61838	82321.19619	1	1	0.96200645	0.000753098	0.008642309	65000	41000	102000	0.000794304	0.009452875
Graduate degree	Biology and life sciences	Molecular biology	7	2150	86718.71524	51889.13778	152615.1111	203039	125431.7871	1	1	0.969398044	0.002472724	0.028376172	87000	52000	153000	0.002393772	0.028487871
Graduate degree	Biology and life sciences	Ecology	7	1177	65221.12383	44767.09926	99079.19696	104904	84306.86762	1	1	0.967967494	0.00127758	0.014661094	65000	45000	99000	0.001302461	0.015500364
Graduate degree	Biology and life sciences	Microbiology	7	3486	87499.33038	52650.64854	145180.6724	345922	124056.8764	1	1	0.970871326	0.004212834	0.048345107	87000	53000	145000	0.004072999	0.048472073
Graduate degree	Biology and life sciences	Zoology	7	3411	98074.73747	55239.01433	193052.378	316868	145481.5803	1	1	0.978466328	0.003858998	0.044284599	98000	55000	193000	0.003673096	0.0437129
Graduate degree	Biology and life sciences	Neuroscience	7	774	61867.69605	47488.82025	109591.7081	81480	104810.4624	1	1	0.969120066	0.00099231	0.011387421	62000	47000	110000	0.000983573	0.011705336
Graduate degree	Biology and life sciences	Miscellaneous biology	7	5140	76307.55556	48915.84287	124344.438	516881	109006.3099	1	1	0.979047577	0.006294869	0.072237866	76000	49000	124000	0.006259538	0.0744937
Graduate degree	Business	General business	7	22850	84301.31388	52064.79285	130442.2477	2581780	111346.0749	1	1	0.962678227	0.031442378	0.210320291	84000	52000	130000	0.029836482	0.212670153
Graduate degree	Business	Accounting	7	26313	86961.49844	56780.11117	132105.5959	2593482	115096.6787	1	1	0.967157023	0.031584892	0.211273574	87000	57000	132000	0.02895284	0.206371681
Graduate degree	Business	Actuarial science	7	139	106430.4088	63078.49902	180224.2829	13260	140574.0436	1	1	0.950099929	0.000161488	0.001080203	106000	63000	180000	0.000152024	0.001083607
Graduate degree	Business	Business management and administration	7	35134	78459.78998	50871.70371	117004.9185	3471231	99696.26998	1	1	0.959026068	0.042274616	0.282777895	78000	51000	117000	0.039720085	0.283119054
Graduate degree	Business	Operations logistics and e-commerce	7	908	95657.64828	66133.21482	130231.5615	87499	110545.1481	1	1	0.961741226	0.001065612	0.007127956	96000	66000	130000	0.000960152	0.006843828
Graduate degree	Business	Business economics	7	1336	95892.74454	57957.15329	150725.386	126444	125137.458	1	1	0.962630782	0.001539907	0.010300544	96000	58000	151000	0.001455331	0.010373386
Graduate degree	Business	Marketing and marketing research	7	8833	78097.18927	50580.78833	120057.2208	896512	101097.597	1	1	0.954358222	0.010918231	0.073032816	78000	51000	120000	0.010806448	0.077026809
Graduate degree	Business	Finance	7	15072	98074.73747	61076.00699	151188.1485	1569923	131819.9869	1	1	0.964925566	0.019119411	0.127891091	98000	61000	151000	0.017429863	0.124237556
Graduate degree	Business	Human resources and personnel management	7	3069	73758.95773	47819.40149	106430.4088	329187	91214.92771	1	1	0.952904321	0.004009026	0.026816656	74000	48000	106000	0.003816637	0.027204441
Graduate degree	Business	International business	7	1532	78265.3486	51089.88033	115914.3066	156004	97987.73434	1	1	0.957277283	0.001899905	0.012708599	78000	51000	116000	0.001961289	0.013979783
Graduate degree	Business	Hospitality management	7	1109	67153.67794	44035.19865	103778.2756	110658	88922.02606	1	1	0.941038039	0.001347656	0.009014565	67000	44000	104000	0.001432951	0.010213872
Graduate degree	Business	Management information systems and statistics	7	2395	91696.76379	64077.25662	126601.1961	233362	107363.8697	1	1	0.965764163	0.002842015	0.019010436	92000	64000	127000	0.002544229	0.018134898
Graduate degree	Business	Miscellaneous business and medical administration	7	977	73763.64965	48059.80878	115143.2919	106126	97729.60613	1	1	0.951770462	0.001292463	0.008645373	74000	48000	115000	0.001226306	0.008740933
Graduate degree	Communications and journalism	Communications and mass media	7	13883	65221.12383	44191.21147	97673.67112	1386050	82970.36808	1	1	0.958842881	0.016880101	0.677049674	65000	44000	98000	0.017562428	0.683632769
Graduate degree	Communications and journalism	Journalism	7	5115	68494.81753	45056.07073	103236.5658	500705	87975.29257	1	1	0.961216454	0.006097869	0.244581478	68000	45000	103000	0.006151435	0.239449938
Graduate degree	Communications and journalism	Advertising and public relations	7	1674	65080.99106	44555.44772	94675.67709	160436	77559.83826	1	1	0.966180461	0.00195388	0.078368848	65000	45000	95000	0.001975994	0.076917293
Graduate degree	"Computers, statistics, and mathematics"	Computer and information systems	7	3893	84301.31388	59010.91972	111917.7482	424296	94067.0066	1	1	0.965014833	0.005167317	0.093735564	84000	59000	112000	0.004849446	0.091462812
Graduate degree	"Computers, statistics, and mathematics"	Computer science	7	17111	100124.6016	71557.1978	132573.6344	1826995	114261.5745	1	1	0.967985728	0.022250179	0.403620131	100000	72000	133000	0.02079511	0.392205479
Graduate degree	"Computers, statistics, and mathematics"	Information sciences	7	1439	89815.81221	61076.00699	121525.8315	149081	99503.5545	1	1	0.965788698	0.001815593	0.032935007	90000	61000	122000	0.001698259	0.032029965
Graduate degree	"Computers, statistics, and mathematics"	Computer engineering	7	4841	103236.5658	77334.62006	137353.6	496417	117649.0698	1	1	0.97636557	0.006045647	0.109668551	103000	77000	137000	0.005442552	0.102649073
Graduate degree	"Computers, statistics, and mathematics"	Miscellaneous computer	7	1726	79032.48176	51618.28288	110087.9966	186794	90008.13961	1	1	0.945181329	0.002274883	0.041266571	79000	52000	110000	0.002239299	0.04223423
Graduate degree	"Computers, statistics, and mathematics"	Mathematics	7	13140	87751.0809	57071.02293	130161.9821	1269421	112574.2212	1	1	0.970786776	0.015459727	0.280440762	88000	57000	130000	0.015883833	0.299576494
Graduate degree	"Computers, statistics, and mathematics"	Applied mathematics	7	864	103236.5658	65115.78075	147628.289	80130	125186.4641	1	1	0.962000673	0.000975869	0.017702337	103000	65000	148000	0.000956289	0.018036058
Graduate degree	"Computers, statistics, and mathematics"	Statistics and decision science	7	948	97978.31699	66052.79797	131720.8029	93387	115096.6015	1	1	0.961718376	0.00113732	0.020631076	98000	66000	132000	0.001156169	0.021805889
Graduate degree	Education	General education	7	28162	58844.84248	44767.09926	77334.62006	3165284	65390.97105	1	1	0.975272013	0.03854862	0.313820039	59000	45000	77000	0.04128635	0.304935217
Graduate degree	Education	Elementary education	7	30730	56976.30815	45784.53334	72265.59603	2648200	61424.73425	1	1	0.984508115	0.032251278	0.26255408	57000	46000	72000	0.037438476	0.27651536
Graduate degree	Education	Mathematics teacher education	7	2380	61941.93946	49553.55157	79544.18064	208796	69102.2608	1	1	0.988807207	0.002542836	0.020700945	62000	50000	80000	0.002728157	0.020149788
Graduate degree	Education	Physical and health education teaching	7	5866	66286.8172	49715.1129	88048.51717	529308	76156.77902	1	1	0.978001888	0.006446212	0.0524779	66000	50000	88000	0.006811544	0.050309117
Graduate degree	Education	Early childhood education	7	3293	52064.79285	41413.02044	66286.8172	306295	55952.96188	1	1	0.98085206	0.003730234	0.03036742	52000	41000	66000	0.00424345	0.031341528
Graduate degree	Education	Science and computer teacher education	7	1809	63078.49902	50062.30081	84104.66537	160500	72555.09537	1	1	0.980767165	0.00195466	0.015912669	63000	50000	84000	0.002110802	0.015590092
Graduate degree	Education	Secondary teacher education	7	5348	63851.03804	49715.1129	82565.99746	469135	71416.0161	1	1	0.984934847	0.005713392	0.046512087	64000	50000	83000	0.005987625	0.044223759
Graduate degree	Education	Special needs education	7	6974	61046.04445	48438.71851	77334.62006	634910	65555.14113	1	1	0.982505203	0.007732293	0.062947742	61000	48000	77000	0.008820938	0.065150218
Graduate degree	Education	Social science or history teacher education	7	2834	60762.91576	46524.40167	83666.87743	249095	74127.65797	1	1	0.980029734	0.00303362	0.024696363	61000	47000	84000	0.003208416	0.023696912
Graduate degree	Education	Teacher education: multiple levels	7	2209	56069.77691	45424.08894	70456.31784	190861	60270.70944	1	1	0.984828462	0.002324413	0.018922791	56000	45000	70000	0.002490623	0.018395391
Graduate degree	Education	Language and drama education	7	5027	59658.13548	46293.25038	77061.59763	449878	64885.02707	1	1	0.975213072	0.005478869	0.044602864	60000	46000	77000	0.006252114	0.046177238
Graduate degree	Education	Art and music education	7	5183	59786.03018	45056.07073	77334.62006	470006	64270.21875	1	1	0.981872601	0.005723999	0.046598442	60000	45000	77000	0.006335585	0.046793749
Graduate degree	Education	Miscellaneous education	7	6567	63047.08637	47419.48906	82858.5215	604035	70340.80986	1	1	0.976870832	0.00735628	0.05988666	63000	47000	83000	0.00767976	0.056721632
Graduate degree	Health	Nutrition sciences	7	1713	65221.12383	45295.99175	100124.6016	168619	86568.05488	1	1	0.979931522	0.002053538	0.02857521	65000	45000	100000	0.002275921	0.031940354
Graduate degree	Health	Communication disorders sciences and services	7	7006	65182.03691	49539.59848	83963.30178	663661	74541.21737	1	1	0.986829827	0.008082439	0.112468064	65000	50000	84000	0.009310045	0.130657485
Graduate degree	Health	Health and medical administrative services	7	2079	76395.05866	50871.70371	109402.004	208452	92350.48778	1	1	0.956953396	0.002538646	0.035325555	76000	51000	109000	0.002394555	0.033605263
Graduate degree	Health	Health and medical preparatory programs	7	3072	115914.3066	55747.74551	221958.6164	321412	162744.3222	1	1	0.9763775	0.003914337	0.054468449	116000	56000	222000	0.00368693	0.051742496
Graduate degree	Health	Nursing	7	23061	86961.49844	63851.03804	112935.1822	2253173	99842.07553	1	1	0.98231929	0.027440416	0.381836518	87000	64000	113000	0.026266068	0.368618872
Graduate degree	Health	Pharmacy and pharmaceutical sciences and administration	7	6546	113952.6163	79098.43528	139202.3161	675277	124069.9748	1	1	0.979357018	0.008223906	0.114436583	114000	79000	139000	0.007618667	0.106920624
Graduate degree	Health	Treatment therapy professions	7	6717	71220.38519	50871.70371	95638.80297	695303	85571.0975	1	1	0.984626229	0.008467793	0.117830312	71000	51000	96000	0.008475345	0.118943278
Graduate degree	Health	Miscellaneous health medical professions	7	9054	70656.21748	49261.304	103128.3397	914987	89226.58686	1	1	0.972671645	0.01114323	0.15505931	71000	49000	103000	0.011227822	0.157571628
Graduate degree	Humanities and liberal arts	Area ethnic and civilization studies	7	3496	71810.71863	47488.82025	117398.0229	324667	100970.7129	1	1	0.962713087	0.003953979	0.037628551	72000	47000	117000	0.004284264	0.038278938
Graduate degree	Humanities and liberal arts	Linguistics and comparative language and literature	7	1833	63851.03804	42150.65694	97978.31699	187874	81386.7063	1	1	0.954616546	0.002288036	0.021774391	64000	42000	98000	0.002722487	0.024324806
Graduate degree	Humanities and liberal arts	"French, german, latin and other common foreign language studies"	7	6394	65221.12383	46057.31675	99123.35561	607136	87388.59011	1	1	0.9655535	0.007394046	0.070366399	65000	46000	99000	0.008286592	0.074038837
Graduate degree	Humanities and liberal arts	Other foreign languages	7	1553	66286.8172	44035.19865	105376.6424	145415	94376.79898	1	1	0.95815963	0.001770946	0.01685344	66000	44000	105000	0.002037078	0.018200834
Graduate degree	Humanities and liberal arts	English language and literature	7	27515	66052.79797	45056.07073	100124.6016	2611774	88850.26357	1	1	0.963598486	0.031807662	0.302701754	66000	45000	100000	0.035055128	0.313209683
Graduate degree	Humanities and liberal arts	Composition and speech	7	987	56069.77691	38998.74412	81394.72593	96140	71220.4153	1	1	0.957905926	0.001170847	0.011142521	56000	39000	81000	0.001331258	0.011894489
Graduate degree	Humanities and liberal arts	Liberal arts	7	7599	68494.81753	46400.77204	100124.6016	745954	88952.20866	1	1	0.9615112	0.00908465	0.086455254	68000	46000	100000	0.009996887	0.089319934
Graduate degree	Humanities and liberal arts	Humanities	7	873	68494.81753	46236.95858	104954.1272	82449	90150.00875	1	1	0.941170008	0.001004111	0.009555749	68000	46000	105000	0.001116191	0.009972918
Graduate degree	Humanities and liberal arts	Multi/interdisciplinary studies	7	763	55239.01433	43204.42336	76307.55556	67547	67982.46542	1	1	0.975677546	0.000822626	0.007828624	55000	43000	76000	0.000847705	0.007574057
Graduate degree	Humanities and liberal arts	Intercultural and international studies	7	1564	68254.5579	45056.07073	107163.6878	151576	96595.29008	1	1	0.954488268	0.001845978	0.017567493	68000	45000	107000	0.001997999	0.017851675
Graduate degree	Humanities and liberal arts	Philosophy and religious studies	7	8402	65221.12383	40697.36297	105376.6424	792803	93648.26213	1	1	0.962383778	0.009655204	0.091885002	65000	41000	105000	0.00981554	0.087699643
Graduate degree	Humanities and liberal arts	Theology and religious vocations	7	5974	49936.06896	32666.75913	71220.38519	544603	59206.07358	1	1	0.972260585	0.006632484	0.063118893	50000	33000	71000	0.006582565	0.058813733
Graduate degree	Humanities and liberal arts	Art history and criticism	7	1925	61941.93946	42045.2803	92912.90919	183043	87005.33396	1	1	0.95589019	0.002229201	0.021214484	62000	42000	93000	0.002619805	0.023407367
Graduate degree	Humanities and liberal arts	History	7	22194	75093.45122	48473.25548	121525.8315	2087228	107635.553	1	1	0.965576195	0.025419444	0.241907446	75000	48000	122000	0.025228737	0.225413086
Graduate degree	"Industrial arts, consumer services, and recreation"	Family and consumer sciences	7	4891	57993.74223	42150.65694	80086.24819	456378	67723.05529	1	1	0.970207945	0.00555803	0.347841132	58000	42000	80000	0.006402233	0.386398448
Graduate degree	"Industrial arts, consumer services, and recreation"	Military technologies	7	78	81394.72593	54350.93653	130442.2477	8932	123317.8399	1	1	0.92944312	0.000108779	0.006807771	81000	54000	130000	9.65129E-05	0.005824908
Graduate degree	"Industrial arts, consumer services, and recreation"	"Physical fitness, parks, recreation, and leisure"	7	6380	62972.47634	44191.21147	86718.71524	637959	76849.68072	1	1	0.980730603	0.007769426	0.48623812	63000	44000	87000	0.007650268	0.461721996
Graduate degree	"Industrial arts, consumer services, and recreation"	Miscellaneous industrial arts and consumer services	7	789	65221.12383	36457.74946	104954.1272	85674	82641.15928	1	1	0.930435034	0.001043387	0.065298812	65000	36000	105000	0.001055846	0.063724234
Graduate degree	"Industrial arts, consumer services, and recreation"	Transportation sciences and technologies	7	1255	95892.74454	65080.99106	126451.9708	123087	106429.6015	1	1	0.972048628	0.001499023	0.093814166	96000	65000	126000	0.001364132	0.082330414
Graduate degree	Law and public policy	Pre-law and legal studies	7	1280	73090.95919	45686.5186	119572.0604	149255	98817.23743	1	1	0.963104064	0.001817712	0.10851626	73000	46000	120000	0.001738006	0.110084806
Graduate degree	Law and public policy	Criminal justice and fire protection	7	9273	67103.76775	44191.21147	100005.7232	968210	80491.13977	1	1	0.964225565	0.011791409	0.703939754	67000	44000	100000	0.011032865	0.698818597
Graduate degree	Law and public policy	Public administration	7	1641	73090.95919	48560.43179	107848.0119	180571	91475.61326	1	1	0.953485077	0.002199096	0.131284644	73000	49000	108000	0.002081266	0.131826842
Graduate degree	Law and public policy	Public policy	7	824	90112.14146	60074.76098	139369.3638	77380	125237.9959	1	1	0.952248459	0.000942377	0.056259343	90000	60000	139000	0.000935744	0.059269755
Graduate degree	Physical sciences	Multidisciplinary or general science	7	7381	82589.25261	51618.28288	134207.5355	817386	116032.4047	1	1	0.972994758	0.009954589	0.210415948	83000	52000	134000	0.009731445	0.216333415
Graduate degree	Physical sciences	Physical sciences	7	244	80648.96092	44191.21147	126451.9708	22879	102655.2504	1	1	0.971325167	0.000278633	0.005889637	81000	44000	126000	0.000280263	0.006230342
Graduate degree	Physical sciences	Astronomy and astrophysics	7	270	97673.67112	60074.76098	149693.0204	26471	121745.6093	1	1	0.980604696	0.000322379	0.006814309	98000	60000	150000	0.0003076	0.00683806
Graduate degree	Physical sciences	Atmospheric sciences and meteorology	7	535	82613.42352	55043.99831	112139.5538	50433	90590.66689	1	1	0.97833883	0.000614202	0.012982737	83000	55000	112000	0.000561941	0.012492149
Graduate degree	Physical sciences	Chemistry	7	16980	101743.4074	60074.76098	162789.4519	1628470	136377.1792	1	1	0.97463697	0.019832429	0.419209601	102000	60000	163000	0.018806449	0.418073889
Graduate degree	Physical sciences	Geology and earth science	7	3690	86408.84673	55958.87408	126980.9759	341084	109437.3819	1	1	0.974140477	0.004153914	0.087803698	86000	56000	127000	0.003975187	0.088369777
Graduate degree	Physical sciences	Geosciences	7	435	94838.97812	61046.04445	136989.6351	38737	115580.785	1	1	0.979583556	0.000471761	0.009971889	95000	61000	137000	0.000455734	0.010131133
Graduate degree	Physical sciences	Oceanography	7	413	86961.49844	51618.28288	121525.8315	37481	94481.39449	1	1	0.985496947	0.000456465	0.009648563	87000	52000	122000	0.000407291	0.00905422
Graduate degree	Physical sciences	Physics	7	8659	100124.6016	61941.93946	142258.4672	840870	118278.9489	1	1	0.970125711	0.010240591	0.216461327	100000	62000	142000	0.009532464	0.211909998
Graduate degree	Physical sciences	"Nuclear, industrial radiology, and biological technologies"	7	805	99430.2258	69569.19875	132573.6344	80809	113536.5196	1	1	0.971703039	0.000984138	0.020802292	99000	70000	133000	0.000925177	0.020567016
Graduate degree	Psychology and social work	Psychology	7	49807	61941.93946	42732.23112	91569.06668	4907819	80035.50981	1	1	0.96723537	0.059770197	0.798730934	62000	43000	92000	0.063999663	0.806842584
Graduate degree	Psychology and social work	Industrial and organizational psychology	7	489	80099.6813	50640.47844	121525.8315	47078	98584.61397	1	1	0.939446133	0.000573343	0.007661785	80000	51000	122000	0.000617978	0.007790835
Graduate degree	Psychology and social work	Social psychology	7	220	64098.34667	43204.42336	92912.90919	21206	81235.15353	1	1	0.931553949	0.000258259	0.003451205	64000	43000	93000	0.00028483	0.003590841
Graduate degree	Psychology and social work	Human services and community organization	7	1288	52064.79285	38530.79882	70200.86472	128765	60682.62897	1	1	0.948698811	0.001568173	0.020956068	52000	39000	70000	0.001602129	0.020198015
Graduate degree	Psychology and social work	Social work	7	10041	53943.11834	40697.36297	71220.38519	1039653	60852.20376	1	1	0.968672693	0.012661483	0.169200008	54000	41000	71000	0.012816527	0.161577725
Graduate degree	Social sciences	Interdisciplinary social sciences	7	1283	66052.79797	42393.73049	96877.43702	121078	82270.57456	1	1	0.959188066	0.001474556	0.016494148	66000	42000	97000	0.001548835	0.017470864
Graduate degree	Social sciences	General social sciences	7	2004	65333.51826	44191.21147	99107.10313	196272	82200.33393	1	1	0.949813282	0.002390312	0.026737636	65000	44000	99000	0.00256927	0.028981379
Graduate degree	Social sciences	Economics	7	20453	104268.9314	61941.93946	171748.9594	1999564	146199.4891	1	1	0.960970879	0.024351822	0.272395522	104000	62000	172000	0.023846962	0.268993886
Graduate degree	Social sciences	Anthropology and archeology	7	4264	64098.34667	44191.21147	99079.19696	395497	86494.97656	1	1	0.95844828	0.004816586	0.053877551	64000	44000	99000	0.005250506	0.059225738
Graduate degree	Social sciences	Criminology	7	939	66286.8172	44391.72328	100124.6016	92359	81706.14461	1	1	0.963114147	0.0011248	0.012581832	66000	44000	100000	0.001081982	0.012204763
Graduate degree	Social sciences	Geography	7	2138	73917.27367	50871.70371	105376.6424	196546	87358.26858	1	1	0.964292354	0.002393648	0.026774962	74000	51000	105000	0.00238835	0.026940608
Graduate degree	Social sciences	International relations	7	3325	87751.0809	55068.53089	135168.2122	329140	113849.3207	1	1	0.957205112	0.004008453	0.044837906	88000	55000	135000	0.004029443	0.04545214
Graduate degree	Social sciences	Political science and government	7	29348	88382.42293	54350.93653	141312.435	2830885	119973.1377	1	1	0.962905872	0.03447612	0.385644269	88000	54000	141000	0.032863	0.370694853
Graduate degree	Social sciences	Sociology	7	11630	63080.9126	44191.21147	92396.59209	1122385	79617.9265	1	1	0.960401064	0.01366904	0.152899656	63000	44000	92000	0.014402945	0.162465317
Graduate degree	Social sciences	Miscellaneous social sciences	7	632	81394.72593	54350.93653	121096.7963	56938	109651.7432	1	1	0.965513701	0.000693423	0.007756519	81000	54000	121000	0.000671139	0.007570453
